uid,data_type,pI,length,molecular_weight,label,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,hydro_total,hydro_mean,charge_Sillero,charge_EMBOSS,charge_DTASelect,charge_Solomon,charge_Rodwell
97fbcd0b9b7577c2fe3fd9e4ca6d5dc8,protein,4.0,1962,205996.19,1,220,0,163,58,54,171,17,77,141,130,22,113,74,101,24,142,250,130,6,69,-829.8,-0.423,-52.426,-51.815,-51.663,-54.312,-54.428
f061b70ebfbf855f83a0c781cf92b7f3,peptide,4.08,26,2959.39,1,4,0,1,6,2,0,0,2,3,3,0,0,2,1,0,0,1,1,0,0,-6.2,-0.238,-4.04,-4.016,-4.076,-3.991,-4.08
21ba22720da475e323d98ab88f47ff77,peptide,10.09,13,1489.69,0,1,0,1,1,0,0,0,0,1,3,0,0,0,0,2,2,2,0,0,0,-9.7,-0.746,0.945,0.978,0.913,1.0,0.911
6359910f933038275fd324348c69dbce,protein,10.5,138,15777.42,0,6,14,7,8,4,11,2,4,17,11,4,7,4,4,6,6,5,8,3,7,-63.6,-0.461,8.222,8.035,7.974,7.522,7.476
7b8fc56a8b53ac01713b1857c85590cd,peptide,10.1,21,2343.55,0,0,0,0,0,0,0,0,1,1,0,1,5,2,4,0,2,3,2,0,0,-27.5,-1.31,0.94,0.976,0.908,0.997,0.909
7c9511fad6ded22de245ee2679620937,peptide,12.43,17,1919.32,0,1,0,0,0,1,1,0,2,2,0,1,2,0,0,2,2,0,3,0,0,2.3,0.135,3.94,3.976,3.907,3.997,3.909
7592d79ca1098279a4cafe8c3b550d3e,peptide,3.69,8,978.04,1,0,0,1,3,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,-18.3,-2.288,-3.049,-3.02,-3.082,-2.996,-3.085
0af84e5ac64bf9966203d7233c52f825,peptide,10.6,19,2030.44,0,1,0,0,0,0,0,1,2,2,2,0,0,3,1,0,2,3,2,0,0,3.8,0.2,2.141,2.216,2.147,2.088,2.0
5b5a6390667f50f5a92558f714ceab27,protein,4.449999999999999,16,1683.75,1,0,0,1,4,0,1,0,0,0,3,0,1,0,0,0,2,0,0,1,1,-13.8,-0.863,-5.047,-5.019,-5.079,-4.995,-5.084
d42624d49e07b165ca8ce2c4357ecf2d,protein,4.923333333333333,310,34893.17,1,25,2,21,23,21,28,5,17,18,24,7,19,8,9,11,16,14,20,3,19,-87.9,-0.284,-14.008,-13.857,-13.878,-14.602,-14.692
b51bb30c311e089e463f89bdefbfe4f0,peptide,10.83,22,2224.72,0,1,0,1,0,0,4,0,1,3,5,0,0,0,0,1,2,1,3,0,0,14.3,0.65,2.941,2.976,2.909,2.997,2.91
396965879ee4b0c9b6cd9f1e490cde7b,peptide,4.37,10,1110.29,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,2,0,0,5.5,0.55,-1.065,-1.053,-1.117,-1.048,-1.133
7a9b84cdc12b3a553e638280ff3f341f,peptide,12.41,25,2855.34,0,3,0,0,0,3,1,4,0,0,5,0,0,1,1,2,2,1,2,0,0,11.6,0.464,2.744,2.937,2.87,2.361,2.273
34276357f6a2ee24c0b73834a12ee20c,peptide,4.08,18,2025.31,1,1,0,1,1,2,1,0,0,0,3,1,2,1,0,1,1,2,1,0,0,2.2,0.122,-1.055,-1.022,-1.086,-1.0,-1.089
4ea8b51ca3d1160d8f041fe4a211536b,peptide,4.36,13,1624.81,1,0,0,1,4,0,0,1,2,1,2,0,0,0,0,1,0,1,0,0,0,-13.2,-1.015,-2.845,-2.778,-2.839,-2.903,-2.992
489fadc13a5c2f99a50977587c9e89c5,peptide,4.53,12,1116.2,1,6,0,0,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1.9,0.158,-1.053,-1.022,-1.086,-0.999,-1.087
98b2cb028d27775856d8c96ad834df15,peptide,10.6,6,712.91,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,-3.1,-0.517,2.141,2.216,2.147,2.088,2.0
6f6a9e083dbde081d2c8feb91a16a287,protein,4.1,261,28912.83,1,18,11,15,15,8,20,11,12,8,28,5,10,17,13,6,16,14,18,8,8,-26.5,-0.102,-13.909,-13.695,-13.726,-15.495,-15.556
dd18227c78fe8ee8d2d23ff2ba6069ad,peptide,4.37,14,1364.53,1,3,0,1,1,0,2,0,1,1,1,1,0,0,0,0,1,2,0,0,0,1.7,0.121,-1.055,-1.022,-1.087,-1.0,-1.089
79f050183ce3d8671cf4fb039ddca395,peptide,10.09,17,1910.2,0,3,0,0,2,0,0,0,1,1,2,0,1,1,1,2,0,2,1,0,0,-8.2,-0.482,0.947,0.978,0.913,1.001,0.913
396eb03d937b508ed98751d6d47ed593,protein,4.6,530,58019.63,1,43,13,28,29,23,51,14,20,14,34,12,33,23,23,17,36,37,44,10,26,-125.0,-0.236,-23.29,-23.023,-23.023,-25.295,-25.357
819a8b522003e3507bdf12ecfa52b6d9,peptide,10.8,20,2771.14,0,1,0,0,2,2,0,1,0,0,3,0,3,1,0,3,0,0,0,4,0,-20.6,-1.03,1.148,1.219,1.154,1.092,1.004
a23acf38b12092d9074afda3953bc1bb,peptide,11.19,22,2427.93,0,2,0,0,1,0,0,0,0,6,0,1,0,3,0,1,1,5,2,0,0,-26.6,-1.209,5.942,5.976,5.906,5.998,5.911
726fd334a90c190373898a77362afebd,peptide,4.36,31,3427.94,1,1,0,1,4,1,1,0,6,2,2,0,2,2,0,1,3,3,2,0,0,2.7,0.087,-2.046,-2.019,-2.08,-1.994,-2.083
3777234a0829fda5105877dec7d37117,peptide,11.05,12,1195.38,0,2,0,0,0,0,1,0,1,0,1,0,1,2,0,1,1,1,1,0,0,3.0,0.25,0.941,0.976,0.909,0.998,0.909
aa307e514f6911db95101862f23feb49,peptide,4.53,10,1240.35,1,1,1,0,2,0,0,0,0,0,1,0,0,0,2,1,0,1,0,0,1,-12.4,-1.24,-1.064,-1.053,-1.117,-1.047,-1.133
f27b8a4c150668047ecc5007b9e8c211,peptide,10.16,28,3268.85,0,1,0,2,1,1,0,0,3,4,5,0,2,2,1,1,3,1,0,1,0,-11.2,-0.4,1.944,1.978,1.913,2.0,1.912
7fec5bc209e76ee4015363b488bc7771,peptide,4.43,28,2965.3,1,4,2,3,0,1,2,0,1,2,0,0,1,2,0,0,3,1,3,1,2,-0.3,-0.011,-1.079,-1.085,-1.149,-1.098,-1.18
b4dd85141cb5262fa8d2f51df1debd5d,peptide,4.08,10,1133.33,1,0,1,1,1,0,0,0,1,1,2,0,1,0,0,0,1,0,1,0,0,3.6,0.36,-1.065,-1.053,-1.117,-1.048,-1.133
7b3560f3c5bdf4e35ac003943a194e8d,peptide,2.85,13,1558.72,1,0,0,1,4,2,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,2.3,0.177,-5.046,-5.018,-5.078,-4.994,-5.083
1917eff55d421295934a3e3ab9e8c178,protein,4.52,238,27292.02,1,11,2,16,25,9,16,6,19,11,26,7,12,10,5,20,11,15,10,1,6,-115.9,-0.487,-8.79,-8.606,-8.625,-9.498,-9.589
ae0e620b53a69543054b50cc496ef5c4,peptide,10.1,7,852.04,0,0,0,0,0,0,0,1,1,1,2,0,0,0,1,0,0,1,0,0,0,0.8,0.114,1.141,1.216,1.148,1.088,1.0
879dcd7d4ae80dd76c83c8eb38d67135,protein,4.6,333,35207.45,1,32,16,21,10,14,39,4,16,7,23,2,10,34,12,9,25,20,15,7,17,-35.5,-0.107,-14.382,-14.539,-14.567,-15.382,-15.429
88799bc2cb9e316bdfc982ef16cfba2a,peptide,11.95,20,2392.87,0,1,0,0,2,1,2,0,1,1,2,2,0,0,1,4,0,2,1,0,0,-9.9,-0.495,2.947,2.978,2.913,3.001,2.913
50af548a1307fd8a78468fc5cb9e2a18,protein,4.7,415,46324.5,1,30,6,17,26,24,18,14,23,28,49,15,21,18,18,6,33,28,28,3,10,6.3,0.015,-6.23,-5.811,-5.841,-7.968,-8.041
dcb23a74ed808a809e2e43bd97a281ef,peptide,10.12,20,2394.8,0,1,2,0,1,1,0,2,1,1,1,0,0,1,2,3,2,0,2,0,0,-11.2,-0.56,3.325,3.396,3.33,3.086,3.003
7c6b490d4ab954e762aaa1e7ccd3a450,protein,4.8,464,52921.94,1,22,10,30,27,17,33,10,26,22,44,9,27,25,14,19,28,26,33,10,32,-138.6,-0.299,-14.076,-13.899,-13.906,-15.525,-15.595
313db68ee07e71b158b85625364294a5,peptide,10.16,26,2502.81,0,3,0,1,1,1,7,0,0,4,2,0,1,1,1,0,0,3,1,0,0,-16.1,-0.619,1.943,1.977,1.91,1.999,1.911
308c2c704e7f4631f2bcb6223796b8cb,protein,4.95,129,14097.37,1,16,0,8,11,6,10,0,6,11,15,7,8,3,2,4,4,5,10,1,2,3.5,0.027,-4.023,-4.007,-4.056,-3.979,-4.07
fe96e9a8f09186cf2c7880c85599713d,peptide,4.53,11,1387.57,1,0,0,0,2,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,2,-7.3,-0.664,-1.055,-1.023,-1.088,-1.0,-1.089
13cf5b9cbb9120401e0afc6c931dabd4,peptide,11.22,14,1428.74,0,5,0,0,0,0,1,0,0,6,0,0,0,0,1,0,0,1,0,0,0,-19.0,-1.357,5.938,5.975,5.903,5.996,5.909
119739e695dde0ccf4f9946d385300a1,peptide,3.89,20,2286.61,1,1,0,2,0,2,0,0,2,1,2,0,3,2,2,0,0,1,2,0,0,0.1,0.005,-1.058,-1.023,-1.087,-1.001,-1.09
123d6ae8d98fb37bda341ce458e78d76,peptide,4.73,18,2431.52,1,0,0,0,4,1,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,-59.7,-3.317,-1.047,-1.019,-1.081,-0.995,-1.084
6ad441fa2a115e9c9e9dd77d92afbe7b,peptide,10.1,5,652.83,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,10.4,2.08,0.94,0.976,0.908,0.997,0.909
5928aabab0f48b5bc089f43ce9fb97dc,peptide,4.08,17,1728.96,1,4,0,1,1,0,0,0,1,1,2,0,0,1,1,0,1,3,1,0,0,4.6,0.271,-1.055,-1.022,-1.087,-1.0,-1.089
7e50cdc0d690a4804368a2452a64fe44,protein,1.1,687,70179.29,1,34,2,107,56,2,80,20,21,24,13,4,48,19,27,12,157,38,16,2,5,-977.0,-1.422,-122.795,-122.133,-121.968,-125.095,-125.217
245d0d20bf93604f91e11f8468058ebc,peptide,10.09,11,1392.6,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,2,1,1,0,1,0,-14.8,-1.345,0.945,0.978,0.913,1.0,0.911
5349dfe851e54a48633254e13a3103dd,peptide,10.89,13,1452.69,0,1,0,0,1,0,1,0,1,0,0,1,2,2,0,2,0,0,2,0,0,-6.5,-0.5,0.944,0.977,0.912,1.0,0.911
9f791a5999fdf67c72013b9987b62be8,peptide,4.29,22,2472.65,1,2,0,3,3,1,1,1,1,1,2,0,1,0,1,1,2,0,2,0,0,-14.7,-0.668,-3.846,-3.778,-3.837,-3.904,-3.993
ffe258ec491c9e7134d9bbec74f2f585,peptide,10.05,17,2284.67,0,2,1,0,0,0,0,0,0,1,3,0,2,0,1,2,0,0,0,3,2,-11.2,-0.659,2.928,2.943,2.876,2.948,2.863
78d2f02de1ea30a4810077fc1e9cd751,protein,4.62,144,15388.52,1,24,0,7,10,8,7,2,5,13,13,1,6,5,5,1,11,7,14,2,3,8.4,0.058,-2.627,-2.53,-2.584,-2.802,-2.891
164f38537b00608061805c48a689ba8b,peptide,10.8,17,2068.32,0,1,0,0,2,1,0,0,1,0,2,0,2,2,2,3,1,0,0,0,0,-21.8,-1.282,0.947,0.978,0.914,1.001,0.913
a802c8d386aedb488715afa8c8969937,peptide,10.32,31,3525.19,0,3,1,0,1,1,1,2,2,3,4,1,2,0,1,1,1,4,2,1,0,3.7,0.119,3.334,3.427,3.359,3.133,3.048
f033d7ea8256d32388618581d4819010,protein,3.9,331,36558.55,1,27,2,26,17,14,34,5,16,13,23,12,21,10,10,7,24,24,18,12,16,-103.8,-0.314,-22.017,-21.857,-21.872,-22.606,-22.697
f4044d5e360ee4a841598f3501e18b45,peptide,11.93,15,1751.98,0,1,1,0,1,1,1,0,0,0,1,0,1,0,0,4,2,1,1,0,0,-12.6,-0.84,2.934,2.946,2.881,2.952,2.866
ae71fdf0f357a16d605085fe78d45719,peptide,10.09,11,1436.55,0,0,0,0,1,0,0,1,1,1,0,0,1,0,5,1,0,0,0,0,0,-31.6,-2.873,1.144,1.217,1.151,1.09,1.002
989106c8b4131d4595db541143ffe479,peptide,3.3,13,1338.6,1,3,1,0,1,1,0,0,2,0,0,1,0,1,0,0,2,0,1,0,0,19.1,1.469,-1.066,-1.054,-1.119,-1.048,-1.134
b206000385cd46dc82c38ec221f5df80,peptide,4.21,13,1322.46,1,4,1,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2,0,0,5.5,0.423,-1.067,-1.053,-1.116,-1.049,-1.135
8d841e0474b30257f6ea30847a91b30a,protein,4.88,344,36842.43,1,43,1,25,10,5,25,2,7,15,34,9,13,16,26,16,29,22,30,5,11,-91.2,-0.265,-3.628,-3.553,-3.579,-3.842,-3.934
c6351c86389d58a8db1e81ddee3b2623,peptide,11.49,8,987.17,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,0,-3.0,-0.375,1.94,1.976,1.908,1.997,1.909
2f8bb7e7890f0c1217aa5413842e73c0,protein,4.83,296,33041.53,1,23,0,23,30,9,17,3,16,29,32,8,18,10,13,10,17,8,23,0,7,-140.8,-0.476,-13.358,-13.258,-13.273,-13.667,-13.761
8f3d80497b6e955175bc9077f4573b58,peptide,10.09,22,2605.07,0,1,0,1,1,0,0,0,0,1,4,2,1,1,1,2,1,4,1,1,0,-8.0,-0.364,0.945,0.978,0.913,1.0,0.911
baa2d616abf6f0a2c131d29f86465873,peptide,10.1,9,1116.33,0,0,0,0,0,2,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1.0,0.111,1.141,1.216,1.148,1.088,1.0
62d9ee2bef0eed8ddbe8140f1f835f60,protein,3.8,370,39046.2,1,46,9,24,16,25,28,8,19,10,30,8,15,30,16,11,25,26,22,2,0,20.6,0.056,-17.472,-17.34,-17.355,-18.657,-18.726
8727634da53f0d7991614dbfc7c6d5fa,peptide,4.8,36,3676.12,1,4,0,3,2,0,5,2,4,1,3,1,1,0,1,1,3,2,3,0,0,6.0,0.167,-2.649,-2.539,-2.599,-2.815,-2.904
12951a5baa72ee7b1670fe50e3d18153,peptide,4.08,14,1508.71,1,3,1,1,1,1,0,0,0,1,2,0,2,0,0,0,0,1,1,0,0,3.9,0.279,-1.065,-1.053,-1.117,-1.048,-1.133
0bb681f0bc01c5cca03c7a22e73177c0,protein,4.0,444,49160.74,1,43,11,31,16,21,29,12,26,13,29,13,13,29,19,32,39,22,26,6,14,-113.0,-0.255,0.303,0.553,0.546,-1.395,-1.461
d302359bf26e07e6c3bf437ea66cb18f,protein,4.7,809,91565.48,1,50,8,62,56,36,67,28,63,44,59,14,28,43,29,47,43,38,49,15,30,-343.4,-0.424,-21.327,-20.454,-20.388,-24.716,-24.802
647de9e3d0e82b13f9cf8299a0463a91,protein,4.7,595,68445.56,1,46,8,35,56,29,22,14,34,37,71,7,31,16,16,35,45,32,29,10,22,-218.1,-0.367,-16.153,-15.831,-15.804,-18.002,-18.08
f378c4a1ccfceaf3d2d736d5a0247444,protein,4.9,264,29597.44,1,19,4,18,11,6,18,4,11,14,42,10,7,13,14,10,14,12,19,4,14,12.1,0.046,-4.263,-4.171,-4.208,-4.809,-4.89
6659dfc56d07db0d0018bcba1988321c,peptide,10.32,23,2323.65,0,2,0,0,1,0,3,0,0,3,1,1,2,4,1,0,1,3,1,0,0,-22.7,-0.987,1.943,1.977,1.909,1.999,1.911
69902fa9b9b444cde0ded1f682195b6b,protein,4.5,720,79779.19,1,85,0,48,32,31,55,15,24,10,54,15,31,55,34,53,38,44,48,16,32,-277.1,-0.385,-13.935,-13.369,-13.329,-15.566,-15.677
f7ce0a8a0eaf4f947262063884b9d798,peptide,10.6,31,2831.43,0,0,0,0,0,0,13,0,0,2,0,7,1,6,0,0,0,1,1,0,0,-9.3,-0.3,1.94,1.976,1.907,1.997,1.909
5ce50d0ab953f952e71ac6d4d18d9415,peptide,4.29,18,2147.35,1,0,0,2,3,0,1,0,1,0,2,1,2,0,0,3,1,1,1,0,0,-21.7,-1.206,-2.048,-2.019,-2.078,-1.995,-2.085
afcb633d81c4c3e90adcb753e6a59904,peptide,10.83,19,2028.36,0,1,0,1,0,0,2,1,0,3,1,1,0,0,1,1,3,1,3,0,0,-10.2,-0.537,3.141,3.216,3.149,3.088,3.0
b68dbbbf15e5a1b8bb00e2e208aed4ae,peptide,4.53,12,1172.3,1,3,0,0,2,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,-0.3,-0.025,-1.053,-1.022,-1.087,-0.999,-1.087
284d599941aeb5b477e9e7257b0aafa0,peptide,4.63,17,2243.29,1,0,0,1,3,0,0,1,0,0,0,0,1,0,7,2,0,0,1,0,1,-51.3,-3.018,-1.849,-1.78,-1.842,-1.906,-1.995
03acd2fb7e2060849a0006545d8fbf86,protein,4.6,1217,133072.2,1,63,62,83,59,25,116,39,52,45,109,21,41,71,43,76,120,57,80,24,31,-428.6,-0.352,-13.624,-13.447,-13.342,-20.272,-20.201
6f48ed34d162ae6b8ee5dd36b50fe62a,peptide,4.08,17,1925.08,1,0,0,1,1,1,2,0,0,1,1,0,3,0,2,0,0,1,3,0,1,-12.0,-0.706,-1.056,-1.023,-1.088,-1.001,-1.089
ea21dac26be9b14704a8d4a5e44c8751,peptide,10.1,11,1066.18,0,4,0,0,0,0,0,1,0,1,0,0,0,1,1,0,2,0,1,0,0,-2.4,-0.218,1.141,1.216,1.148,1.088,1.0
f0974d30d7835f4b52b27c2f40e89ca4,protein,4.83,241,26743.64,1,25,1,17,16,12,17,6,14,19,21,8,12,7,7,13,11,13,17,3,2,-64.5,-0.268,0.193,0.416,0.382,-0.467,-0.556
e8d5e49f2d8d73ea9f113eaba79f1e36,peptide,10.09,21,2470.81,0,1,0,1,1,0,1,0,0,1,4,0,1,1,1,2,2,2,1,2,0,-12.5,-0.595,0.945,0.978,0.913,1.0,0.911
539c234ebfa6ac0d3f33e03a26c5a1b5,peptide,3.89,35,3648.31,1,2,0,2,0,2,3,0,3,1,8,1,0,2,2,0,5,3,1,0,0,30.8,0.88,-1.058,-1.023,-1.087,-1.001,-1.09
a4b0887d8d0327be859df7efe5fb87bc,peptide,3.69,12,1374.51,1,0,0,1,3,0,1,0,1,0,3,0,0,0,0,1,1,1,0,0,0,-4.5,-0.375,-3.049,-3.02,-3.081,-2.996,-3.085
5fee9d9d3a6c81d9ade4105c68b1f14a,peptide,3.58,17,1962.01,1,0,0,5,2,0,1,2,2,0,2,0,0,1,1,0,0,1,0,0,0,-20.5,-1.206,-6.646,-6.537,-6.593,-6.813,-6.903
3a4b503c5e63ce4382348f77d4d4e068,peptide,10.16,15,1683.97,0,0,0,2,0,0,0,0,1,4,1,0,0,2,1,0,2,1,1,0,0,-19.1,-1.273,1.941,1.977,1.91,1.998,1.91
33a0ded4b9258845801a115ff91f3534,peptide,10.09,23,2530.78,0,2,0,0,1,1,0,1,0,1,2,0,0,2,3,1,3,6,0,0,0,-21.4,-0.93,1.144,1.217,1.151,1.09,1.002
6df9f34dcbdeed9b35a7db74d24557e4,peptide,10.1,20,2021.38,0,2,0,0,0,1,4,0,2,1,2,2,4,0,0,0,1,0,1,0,0,10.7,0.535,0.94,0.976,0.908,0.997,0.909
9185621e64e03ea213108bd3b72f5e2c,peptide,3.93,19,2100.28,1,3,0,3,0,0,2,0,1,1,1,1,0,1,0,0,2,0,0,0,4,-8.0,-0.421,-2.061,-2.025,-2.088,-2.004,-2.093
d9540ad028613c151daa3eeb44683c48,protein,4.6,334,36638.49,1,21,5,19,21,5,23,7,24,26,36,10,17,11,11,8,26,13,38,6,7,18.7,0.056,-4.636,-4.464,-4.495,-5.562,-5.638
19583e1469c0b200006d4ae7cbf328c3,peptide,4.37,10,1205.39,1,0,0,1,1,0,0,0,0,0,3,1,0,0,1,1,1,1,0,0,0,-3.2,-0.32,-1.055,-1.022,-1.086,-1.0,-1.089
19da097bcd87637ca0515170d86f7270,peptide,12.74,34,3678.56,0,8,0,0,0,1,2,0,3,9,2,0,1,0,1,3,0,2,2,0,0,-11.1,-0.326,11.937,11.974,11.9,11.995,11.909
c1be9330260767133eb08e548300b919,peptide,4.65,17,1679.85,1,5,0,1,2,0,2,1,0,0,3,0,0,0,0,1,1,0,1,0,0,4.8,0.282,-1.851,-1.781,-1.843,-1.907,-1.996
acb76680f67b801b72370de44df3aa59,peptide,3.93,23,2533.77,1,0,0,3,0,2,1,0,3,0,1,0,0,1,1,1,6,1,2,0,1,4.0,0.174,-2.057,-2.023,-2.084,-2.001,-2.09
0d4add31b6968c3823f9a71140d33c8b,peptide,4.78,16,1817.89,1,1,0,0,3,0,0,0,0,1,1,0,1,1,3,1,4,0,0,0,0,-32.1,-2.006,-1.05,-1.02,-1.084,-0.997,-1.086
9e4876ad2780c3d23c1ba63654d913f2,peptide,10.09,15,1577.78,0,1,0,0,1,1,2,0,0,1,0,1,1,2,0,1,2,1,1,0,0,-11.0,-0.733,0.944,0.977,0.911,0.999,0.911
b3a883a4441754217bc223208a6fbdd5,peptide,4.83,21,2467.59,1,0,0,1,3,0,1,1,0,0,3,0,2,0,4,2,3,0,1,0,0,-34.4,-1.638,-1.848,-1.779,-1.841,-1.905,-1.994
5bdad2c9f712a50883b1121810a1ce09,peptide,10.1,11,1204.45,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,0,2,2,0,0,0,2.0,0.182,0.94,0.976,0.908,0.997,0.909
9692fd1bc4ec6fc25cf32ed817b85bdd,protein,4.9,320,34418.85,1,30,2,29,19,13,39,12,23,17,22,10,12,8,6,15,12,17,26,0,8,-52.8,-0.165,-13.596,-13.165,-13.174,-14.958,-15.049
d74b650982499748988efdffece19374,protein,4.0,477,49483.68,1,53,0,38,5,23,67,8,19,18,30,5,34,8,20,8,43,48,23,5,22,-146.6,-0.307,-15.429,-15.086,-15.101,-16.258,-16.356
684c91b7c90359faf78e22beeaef4203,peptide,4.37,15,1610.74,1,0,0,1,1,1,0,0,0,1,2,0,1,1,0,0,5,1,1,0,0,-6.1,-0.407,-1.055,-1.022,-1.087,-1.0,-1.089
fb8297632f13e277f6abab7b5811e4ce,peptide,10.09,17,1950.23,0,2,0,0,2,0,1,0,1,1,3,0,2,1,2,2,0,0,0,0,0,-16.4,-0.965,0.947,0.978,0.913,1.001,0.913
c8711d01adcc109dbfb85ef151acaa93,protein,4.555,339,37191.59,1,25,4,18,49,2,27,8,9,23,24,4,3,27,28,15,34,17,13,5,4,-374.1,-1.104,-27.334,-27.156,-27.151,-28.365,-28.451
f30ae4fbf2ad343dd054d48d82fa34d2,peptide,12.11,16,1804.08,0,3,0,1,0,2,1,0,2,0,1,0,1,1,0,3,1,0,0,0,0,0.5,0.031,1.942,1.977,1.912,1.998,1.91
9efa7e63b119a004765f9a8c356bc7e6,peptide,4.58,19,2245.64,1,0,0,1,4,1,1,0,2,3,5,0,0,0,1,0,1,0,0,0,0,-3.1,-0.163,-2.047,-2.019,-2.081,-1.995,-2.083
8d675af8ec124f11b5f435faee1935b5,peptide,3.51,20,2243.45,1,2,0,3,1,2,1,0,1,1,3,0,1,1,1,0,2,0,0,0,1,-4.7,-0.235,-3.054,-3.021,-3.083,-2.999,-3.088
4fb8b0ad8cd5cf8269966c2a885f2320,peptide,10.05,12,1488.85,0,0,0,1,2,0,0,0,1,5,1,1,0,0,0,0,0,0,1,0,0,-15.6,-1.3,1.946,1.978,1.912,2.001,1.913
4854c7c62a6ac3a464185adfea0ef80d,peptide,10.1,16,1758.07,0,1,0,0,0,3,0,0,1,1,0,1,1,2,0,0,4,0,2,0,0,11.2,0.7,0.94,0.976,0.908,0.997,0.909
ca4e9b8a12e2af95e124084cc560d3ff,peptide,4.79,12,1344.49,1,1,0,0,3,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,-9.3,-0.775,-1.05,-1.02,-1.084,-0.997,-1.086
1578cf610f05e495c5a9c32400baa45b,protein,4.806666666666667,180,20649.4,1,9,5,11,21,9,10,6,11,10,23,5,12,2,4,9,10,10,8,1,4,-61.1,-0.339,-11.835,-11.706,-11.736,-12.651,-12.73
38392338e81321fd29ff5ffcf5af1edd,peptide,11.49,17,1905.26,0,2,0,0,0,0,0,0,2,1,1,2,2,0,2,1,2,1,1,0,0,-0.3,-0.018,1.94,1.976,1.908,1.997,1.909
fa52dcee9b4cdb9c6901baf53742ca65,peptide,4.56,10,1405.58,1,0,0,0,3,1,0,0,0,1,0,0,0,1,0,1,0,0,1,2,0,-15.3,-1.53,-1.05,-1.02,-1.084,-0.997,-1.086
7058f70b3dd1d7c732302c64e54e8d0f,peptide,10.9,25,2896.38,0,1,0,0,0,2,0,0,3,3,1,0,1,2,3,1,3,3,1,0,1,-10.3,-0.412,3.939,3.975,3.905,3.996,3.908
10a6c29fe9b7207a30db17de69dce97b,peptide,10.56,17,1885.25,0,2,0,0,1,0,0,0,1,4,1,1,0,2,2,0,2,1,0,0,0,-17.8,-1.047,2.942,2.977,2.908,2.998,2.911
a8d88d5673c7ffd60f62fa311514b4f8,protein,4.6,719,80321.98,1,48,19,42,55,34,50,22,23,26,58,21,26,48,24,39,49,39,64,13,19,-199.8,-0.278,-27.645,-27.238,-27.19,-30.79,-30.84
bb72549d438d406faf74f851d6d35193,peptide,10.09,19,2251.5,0,3,0,1,1,2,0,1,0,1,1,1,1,0,2,2,1,2,0,0,0,-19.1,-1.005,1.145,1.218,1.153,1.091,1.002
32e349af845b12a88743fd9ad24fa830,peptide,11.05,17,1588.61,0,0,0,0,0,0,4,0,0,0,0,0,2,2,1,1,5,1,1,0,0,-20.3,-1.194,0.941,0.976,0.909,0.998,0.909
9f1a5d48ed558c9a6f10869c37242953,protein,4.83,502,54584.05,1,40,1,31,40,14,46,6,41,26,49,8,18,21,22,25,29,31,39,1,14,-74.2,-0.148,-18.732,-18.554,-18.542,-19.42,-19.518
98a1c1f7fe1374784855f2cc625e557c,peptide,11.39,19,2321.64,0,3,0,0,0,0,0,0,1,1,1,1,0,0,6,2,2,0,0,1,1,-22.1,-1.163,2.939,2.975,2.907,2.996,2.908
8a8979028f07e4efb9a7a9ba54571946,peptide,10.18,11,1352.61,0,0,0,0,1,0,1,0,1,2,0,1,0,0,1,1,0,1,1,0,1,-11.1,-1.009,1.942,1.976,1.909,1.998,1.91
e72de80d01ff44d2a97c8cdaef55c107,protein,4.95,395,44697.15,1,24,3,26,32,19,23,4,33,21,35,12,14,12,22,24,21,28,30,0,12,-77.9,-0.197,-12.18,-12.107,-12.11,-12.714,-12.804
612d7450405e6a1037f7fd755267b616,peptide,4.0,12,1330.42,1,0,0,0,1,0,1,0,0,0,1,0,1,3,2,0,1,1,0,0,1,-18.2,-1.517,-1.057,-1.024,-1.089,-1.001,-1.09
7ebdda2cf1290a2d981bfe43b279d335,peptide,10.83,17,2111.47,0,2,0,0,1,0,0,1,0,3,1,2,0,0,6,1,0,0,0,0,0,-32.7,-1.924,3.144,3.217,3.149,3.089,3.002
8955e94381e6c4e7c13fb0dfe5507aab,peptide,12.43,12,1399.68,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,2,2,1,1,0,0,-12.8,-1.067,4.141,4.216,4.147,4.088,4.0
