organism,avg_length,std_length,total_aa,bootstrap_length_std,sequence_count,taxonomy_group,%A,%C,%D,%E,%F,%G,%H,%I,%K,%L,%M,%N,%P,%Q,%R,%S,%T,%V,%W,%Y,N_term_%A,N_term_%C,N_term_%D,N_term_%E,N_term_%F,N_term_%G,N_term_%H,N_term_%I,N_term_%K,N_term_%L,N_term_%M,N_term_%N,N_term_%P,N_term_%Q,N_term_%R,N_term_%S,N_term_%T,N_term_%V,N_term_%W,N_term_%Y,bootstrap_std_%A,bootstrap_std_%C,bootstrap_std_%D,bootstrap_std_%E,bootstrap_std_%F,bootstrap_std_%G,bootstrap_std_%H,bootstrap_std_%I,bootstrap_std_%K,bootstrap_std_%L,bootstrap_std_%M,bootstrap_std_%N,bootstrap_std_%P,bootstrap_std_%Q,bootstrap_std_%R,bootstrap_std_%S,bootstrap_std_%T,bootstrap_std_%V,bootstrap_std_%W,bootstrap_std_%Y
Thermogymnomonas_acidicola,299.1784256559767,196.09713693657693,513083,6.587464378013744,1715,Archaea,7.756834664177141,0.7542639300074258,4.95572841041313,6.758165832818472,4.352317266407189,8.311910548585706,1.6989453947996718,6.568917699475524,3.9262653410851653,9.22209467084273,3.0006840998434954,3.135360165899084,4.274162270042079,2.4126700748222025,7.252822642730318,7.434079866220475,4.883030620776756,8.514996598990807,0.9836615128546453,3.8030883892079843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08321449646974477,0.027029150822630306,0.06327854601074623,0.09886304722073809,0.06079206682579987,0.0671221106758048,0.03208086900922333,0.059272531056821495,0.07812986196182087,0.07652654940334627,0.031866993866976334,0.057755881820847316,0.05514079659330875,0.04442998378745268,0.10295977014946414,0.06872581283772933,0.06542205136920003,0.07478220720386812,0.0270948763032747,0.058028752757838246
Halobellus_salinus,294.19755600814665,217.33340337401614,866695,9.08642908198265,2946,Archaea,11.315976208470108,0.6786701203999099,8.66798585430861,7.688287113690515,3.2098950611230017,8.972937423199626,1.9605512896693762,3.8962956980252565,1.7527503908526068,8.54325916268122,1.571948609372386,2.4159594782478266,4.844149325887423,2.3718839961001272,6.875429072511091,5.633354294186536,6.6480134303301615,9.267273954505335,1.080080074305263,2.6052994421336226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11156094712336113,0.021226986840373677,0.0794749755736683,0.09068639359135554,0.044853507892181274,0.0779282747997587,0.03495711311916656,0.048277776532444,0.05171057567399229,0.07133429727034338,0.03205240125780765,0.05123749352703887,0.05002468572907695,0.04649329393737662,0.07702747374662612,0.07086303390655015,0.07786393718635787,0.08296546410964441,0.025828785613898123,0.039033865211360555
Thermofilum_pendens__strain_DSM_2475___Hrk_5_,290.0501066098081,184.43330667442592,544134,6.067782308224316,1876,Archaea,9.292747742284071,0.7588204376127939,4.117919483068508,7.851007288645811,3.736212036005837,7.958150014518482,1.4261193014955875,4.545020160475177,5.031481216023994,11.618094072415985,1.8045187398692233,2.2523863607126184,4.749565364413913,1.821242561574906,7.241231020300147,6.3302421829916895,4.118287039589513,10.249129809936523,1.2419734844725747,3.8558516835926446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09073910491492161,0.027714088147815973,0.048588708714841375,0.09268848348808778,0.04689714709260292,0.07084985612724226,0.02729851119232873,0.05694494123989375,0.06106201186060688,0.09690757597301292,0.03097671499548513,0.0402153657974852,0.05137100780740119,0.03257765950264016,0.07973373768960683,0.05710122849804095,0.06810535019222178,0.0648422141545983,0.033666603692290055,0.03783096103297428
Acidianus_brierleyi,276.56892932120365,177.67805203589643,790434,6.21706923352153,2858,Archaea,5.431952572890336,0.6643185895343571,4.941462538301743,6.665958195118125,4.718800051617213,6.421788536424293,1.2569044347788683,10.490945480584084,8.105294053646478,9.85344759967309,2.2978515600290477,5.417909654696028,3.8028475495740315,2.0015586374067915,3.803100575127082,7.150881667539605,4.679454578117844,6.468851289291705,1.0167831849338465,4.80988925071543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0718032852226098,0.023950032361838892,0.06418758116584239,0.09076270847670927,0.06482993403659913,0.08258567524963495,0.02733872087571401,0.07860517135881682,0.09198454628795373,0.08586710720629998,0.03425018654260201,0.07144806498203307,0.04984752961710536,0.03522345265604746,0.05762469417077095,0.06784277450378778,0.04931353120686702,0.06411598392421515,0.0273540758167328,0.057680870692991736
Methanothermus_fervidus__strain_ATCC_43054___DSM_2088___JCM_10308___V24_S_,299.10132501948556,198.77496378024045,383747,6.232433330570014,1283,Archaea,5.98024219081843,1.3060688422319915,5.060104704401598,7.480970535274543,3.839769431422265,6.7038960565164025,1.692260786403542,10.022228186800158,10.602037279770265,8.854271173455427,2.325490492433817,4.83182930420303,4.0693477734027885,1.623986637029084,4.138143099490028,5.328250123127998,4.576452714939791,7.153671559647372,0.7275626910438389,3.6834164175876296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07703892056067094,0.033138931427132604,0.04987791813905231,0.08000195635717718,0.055008683768748706,0.06013280120071681,0.03162660088557302,0.06580927964996354,0.10111932824138248,0.07048602342558777,0.03560041286683019,0.060025759603212596,0.049819635847438586,0.027124448327831455,0.05859858417029882,0.04344341623523478,0.07404984950178096,0.05893651583965974,0.025001651369601544,0.049254102231077984
Halarchaeum_acidiphilum_MH1-52-1,269.0365853658537,191.45264252653962,728013,6.715592378606671,2706,Archaea,12.129041651728746,0.7777333646514554,8.585560972125498,8.105075046736802,3.141290059380808,8.578692962900387,2.1108139552453045,3.5025473446215933,1.7264801590081498,8.8542374930118,1.6797776962774018,2.1595768207435855,4.583434636469404,2.0256506408539408,7.317314388616687,5.212544281489479,6.277909872488541,9.468374877921136,1.0465472457222604,2.717396530007019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11581902286079587,0.024137141273220468,0.10304663309501787,0.13468243449080025,0.04021111232704786,0.0790207525033126,0.039438121355743476,0.06381561168970465,0.04946844225247296,0.08454634446023213,0.03373706387265282,0.04441775616400815,0.05143230619746504,0.04083020425603999,0.11633108154626874,0.05885335638160104,0.059521029459526156,0.08689924853279923,0.02521370439977885,0.04126179611366663
Nanohaloarchaea_archaeon_H01,260.7543424317618,207.16895731070048,210168,7.803976215927904,806,Archaea,5.912412926801416,0.6647063301739561,7.186631647063302,11.31808838643371,3.84168855391877,6.931121769251265,1.5796886300483421,6.373472650451068,6.212648928476266,8.346656008526512,2.33765368657455,4.512580411860988,3.30402344790834,3.69371169730882,4.7676144798446956,7.074816337406266,5.100681359674166,6.836435613414031,0.8455140649385253,3.1598530699250125,0.0,0.0,0.37220843672456577,0.0,0.0,0.12406947890818859,0.0,0.12406947890818859,0.12406947890818859,0.12406947890818859,98.38709677419355,0.12406947890818859,0.12406947890818859,0.0,0.0,0.0,0.24813895781637718,0.24813895781637718,0.0,0.0,0.08249628421538648,0.03448502194401147,0.10951090891265405,0.15633986189329746,0.07003918504660203,0.08905005150160654,0.04329686618212328,0.07195269605756446,0.11518913382052369,0.11703039976458121,0.04481156114958177,0.07440254118535258,0.055187362881002656,0.059618300291928106,0.07241025162679383,0.11185096106240686,0.09725551002310177,0.08836955616626437,0.031404933363162926,0.052581235937771975
Haloglomus_irregulare,289.3898582333697,208.34262927457797,1061482,7.874521158133997,3668,Archaea,11.790308267120874,0.7589389174757556,8.435658824172242,8.113656190119098,3.1147961058218607,9.277218078120967,2.0151071803384326,3.309147022747442,1.5062902621052454,8.874290849962598,1.6616391045726635,2.107807763108559,5.123497148326585,2.3437043680439236,7.329563760855107,5.088074974422552,6.53369534292621,9.031429642707083,1.0718975922342535,2.513278604818546,0.08178844056706652,0.0,0.05452562704471102,0.10905125408942204,0.0,0.02726281352235551,0.0,0.0,0.05452562704471102,0.02726281352235551,99.40021810250818,0.0,0.02726281352235551,0.0,0.10905125408942204,0.02726281352235551,0.02726281352235551,0.05452562704471102,0.0,0.0,0.11503057782932075,0.023981685542724413,0.09071184203734306,0.12322339896674149,0.04095468965450559,0.09278251439228954,0.03546321775661765,0.06966758251303248,0.04687495594981858,0.08429302196631616,0.03545721481521636,0.05124879655614961,0.05999630478274653,0.04447091062412847,0.09221506198004002,0.0777683735313063,0.08111578591151014,0.07621865454910243,0.025137502482116776,0.03628611075327845
candidate_division_MSBL1_archaeon_SCGC-AAA833F18,270.7913669064748,162.6301791712358,75280,9.773764159165266,278,Archaea,7.255579171094579,0.8926673751328374,5.514080765143464,9.326514346439957,3.5441020191285864,7.539851222104145,1.8504250797024442,7.18384697130712,6.983262486716259,9.679861849096707,2.2449521785334747,3.3342189160467584,4.33182784272051,2.5823591923485654,5.498140276301807,6.094580233793836,5.095642933049946,7.138682252922424,1.0892667375132838,2.8201381509032943,0.0,0.0,0.0,0.7194244604316548,0.3597122302158274,0.3597122302158274,0.0,0.3597122302158274,0.0,0.0,95.32374100719424,0.0,0.7194244604316548,0.3597122302158274,0.7194244604316548,0.3597122302158274,0.0,0.3597122302158274,0.3597122302158274,0.0,0.16026593804809386,0.05446008154635769,0.12884710195066112,0.1817292293137915,0.10836874124728973,0.14608128277726698,0.05904357114175935,0.11844721893684544,0.16623855878223648,0.15991113106039692,0.07253256347689156,0.10229624971682985,0.08424841259823398,0.0770155613539025,0.11930273570401526,0.10497433295078491,0.09934459445690806,0.09706540952358621,0.06044436132097515,0.09140847083789597
Methanopyrus_kandleri__strain_AV19___DSM_6324___JCM_9639___NBRC_100938_,296.9519857735625,194.72171121810777,500950,6.894525548694414,1687,Archaea,8.343347639484978,1.3188941012077053,5.798183451442259,10.00019962072063,2.872941411318495,8.051302525202116,1.9313304721030045,4.826829024852779,4.022557141431281,10.084239944106198,1.899590777522707,1.9157600558938017,5.462820640782513,1.408723425491566,8.344944605250024,4.621419303323685,4.594470506038527,10.441760654755964,1.2392454336760155,2.821439265395748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08561446174154935,0.03463873828410985,0.06371452507153866,0.1237722527746583,0.034847326167257074,0.06734343642750693,0.02993675917054463,0.06665771948080262,0.07175610094390145,0.09187071162894694,0.037098871239999394,0.03199379619818019,0.0581280681009641,0.03055401280063472,0.08664378772967113,0.05868369999337613,0.05622441595544235,0.06494507159728559,0.03446311296122318,0.04213037610836249
candidate_division_MSBL1_archaeon_SCGC-AAA259J03,216.01348547717842,154.3288065253409,208237,5.261823286610141,964,Archaea,6.1482829660434986,0.999342095785091,5.80972641749545,10.421298808569082,3.9114086353529873,7.516435599821357,1.7076696264352635,6.972344011871089,7.493384941196809,9.003203081104703,2.2719305406820114,3.710675816497548,4.16880765666044,2.1643608004341206,5.912013715141882,6.19294361712856,4.752277453094311,6.912796477091007,1.0790589568616529,2.852038782733136,0.7261410788381742,0.0,0.5186721991701244,0.9336099585062241,0.1037344398340249,0.4149377593360996,0.0,0.2074688796680498,0.3112033195020747,0.7261410788381742,93.67219917012449,0.1037344398340249,0.4149377593360996,0.0,0.6224066390041494,0.5186721991701244,0.2074688796680498,0.5186721991701244,0.0,0.0,0.08247367817963235,0.03206848495550341,0.07033069941520653,0.09500238568524869,0.06978212261577536,0.08776450815693453,0.03431885351409464,0.07978850671868436,0.10874290544730494,0.07116527030891054,0.038775285092029446,0.05256991366531757,0.052392103701095094,0.03453312804146151,0.07847034807294646,0.05839042126654543,0.05631955805020596,0.08007557711429951,0.028353957626564254,0.04747654306398144
Methanoculleus_taiwanensis,289.67283189478013,200.91590073301955,704774,6.644545274215535,2433,Archaea,9.954964286423733,1.2975790820887263,5.630599312687472,7.00536625925474,3.6512413908572108,8.427949952750811,1.945446341664136,6.683844750231989,3.4435152261576047,9.575268100128552,2.5186797469827207,2.7147709762278405,4.729033704421559,2.5369834869050223,6.715627988546682,5.331638227289883,5.780008910657885,8.014767854659793,0.9851384982987454,3.057575903764895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04110152075626798,99.8766954377312,0.04110152075626798,0.0,0.0,0.04110152075626798,0.0,0.0,0.0,0.0,0.0,0.08319288959051438,0.033305210460024874,0.055484768128344256,0.07947605342942372,0.054849524355728915,0.06872652866855326,0.02951775021762548,0.05759268770206209,0.0536287975204591,0.0884003726926053,0.034539844117182604,0.05422291157090943,0.04908317305559562,0.03811718260426233,0.08294798637569724,0.047488478864711414,0.07696736260784162,0.06664035484016656,0.027840814961146,0.04071024574650749
Candidatus_Nanohalobium_constans,252.47074010327023,192.1309559162997,293371,5.7187074215333,1162,Archaea,6.044905597349431,0.6483258399773665,7.21168759011627,11.40296757348204,3.9683540636259207,7.005804936411575,1.6739895899731059,6.32952814013655,6.339413234436941,8.179404235592475,2.3124303356500815,4.651789031635711,3.257990735280583,3.636692106581769,4.379778505714607,6.912407838538915,5.306591312706437,6.723227585548674,0.8790916620933903,3.1356200851481573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07628370192980898,0.027172435264359425,0.09896203518124715,0.14742956114045364,0.06366880334185863,0.08779583160323311,0.031743534757093704,0.06787379743500574,0.10321000658104343,0.08975043744363913,0.04670923663500614,0.08181927355889923,0.04447800536778319,0.049282938466532776,0.061712066244797414,0.1002746590767635,0.08631843091977165,0.07132522988304706,0.024640425541125967,0.04862444461994682
Halocalculus_aciditolerans,281.22498570611776,192.78666324003677,983725,7.054473573102391,3498,Archaea,11.800757325472059,0.6821011969808636,8.762204884495159,7.855040788838344,3.3557142494091337,8.479503926402195,2.0742585580319703,3.410912602607436,1.921268647233729,8.866908943048108,1.6413123586368144,2.390708785483748,4.581768278736435,2.3543165010546647,6.5389209382703495,5.382398536176269,6.416427355205976,9.54230094792752,1.1587587994612316,2.784416376527993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11975572349914144,0.024111602456993914,0.09376149768979358,0.12260060860339454,0.043319571328717214,0.07592061244239605,0.040529041687302605,0.06513019926909495,0.041462195850297055,0.07938562375505111,0.03278637676664234,0.04388809671299342,0.04642559187185815,0.04848112299128761,0.07713941761024862,0.06663185636323939,0.10109569135603819,0.07817880732320753,0.02510511340699661,0.040683163020330544
Ignisphaera_aggregans__strain_DSM_17230___JCM_13409___AQ1.S1_,278.5826853291861,190.3323401866806,537386,5.412110095480323,1929,Archaea,6.053749074222254,0.9134960717249798,5.194590108413691,6.773157469677289,3.609323651900124,6.1977796220965935,1.468776633555768,11.464012832489123,5.913626331910396,9.753138340038632,2.3664553970516535,3.9552574871693715,3.9680974197318126,1.7332048099503894,6.301801684450284,6.613309613573856,4.541800493500016,7.367330001153732,1.0495249224951897,4.761568034894843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.079084377380815,0.03460506606183902,0.05899379139065669,0.08037107744374818,0.04648868264433843,0.07033365124151086,0.03162392786264928,0.10765216965017231,0.07320089867531834,0.0765152782908263,0.02825169611445211,0.06273360907382795,0.054817964277658865,0.03327242375558374,0.06865978501456604,0.07380131249835196,0.06000110687407004,0.07082877454455248,0.03417059176743156,0.06142971327221902
candidate_division_MSBL1_archaeon_SCGC-AAA259B11,225.59976525821597,164.4595021283978,192211,5.91829181750769,852,Archaea,6.108911560732736,1.0519689299779929,5.742127141526759,10.265281383479612,3.885833797233249,7.563562959456014,1.6232161530817695,7.067753666543538,7.502692353715449,8.959945060376358,2.203828084761018,3.8244429299051563,4.202152842449183,2.228800640962276,5.686979413248982,6.315975672568168,4.787967390003693,6.8929457731347314,1.126886598581767,2.958727648261546,0.5868544600938966,0.0,0.35211267605633806,0.4694835680751174,0.35211267605633806,0.2347417840375587,0.11737089201877934,0.4694835680751174,0.4694835680751174,0.9389671361502347,93.07511737089203,0.11737089201877934,0.2347417840375587,0.0,0.9389671361502347,0.35211267605633806,0.11737089201877934,0.4694835680751174,0.35211267605633806,0.35211267605633806,0.09833963393929326,0.03471503498239171,0.09094270452928602,0.1318968641721078,0.06595513044108306,0.10131228743086587,0.03552037530136144,0.0906403585962529,0.10895246855055377,0.10916397558992076,0.03603875173870856,0.054799033669796965,0.0642570663256475,0.04336790390452064,0.0788640349583718,0.06672387587408285,0.06004577242944686,0.07778395354833545,0.03940459449325035,0.059197419303289
candidate_division_MSBL1_archaeon_SCGC-AAA261D19,237.16302765647742,165.40366458304354,162931,6.292833938084287,687,Archaea,6.629186588187638,1.0648679502366032,5.316360913515537,9.325419963051845,3.8016092701818565,7.598308486414494,1.7019474501476086,7.0195358771504495,7.8892291829056465,9.588721606078646,2.237143330612345,3.4536091965310467,4.201164910299452,2.337185679827657,6.258477515021696,6.352382296800487,4.439916283580166,7.0078744990210575,0.9734181954324224,2.803640805003345,0.1455604075691412,0.0,0.43668122270742354,1.3100436681222707,0.1455604075691412,0.2911208151382824,0.1455604075691412,0.1455604075691412,0.2911208151382824,0.0,95.0509461426492,0.0,0.2911208151382824,0.1455604075691412,0.43668122270742354,0.2911208151382824,0.0,0.727802037845706,0.1455604075691412,0.0,0.09984831452364912,0.04399455784588565,0.07064305676706277,0.11850783428074614,0.07626953229315854,0.09063910343591268,0.04367689432405691,0.09526583238831673,0.11168808400144391,0.08265263151241288,0.04482014483154834,0.06429496922133437,0.06570522832484783,0.040595214467157054,0.08797433066921807,0.07188180399188668,0.056665610356270026,0.08300083664066873,0.04021234292551733,0.06585944742036991
Halogeometricum_borinquense__strain_ATCC_700274___DSM_11551___JCM_10706___KCTC_4070___PR3_,290.19414483821265,205.30122383485676,1130016,6.188214596311283,3894,Archaea,10.20436878769858,0.7002555716025259,8.155194262736103,8.341474810976129,3.4753490216067737,8.142628068983095,2.0257235295783422,4.267196216690737,2.254658341120834,8.718195140599779,1.8117442584883754,2.7139438733610852,4.49037889728995,2.676422280746467,6.3246007136182145,6.167434797383399,6.746364653243848,8.929077110412596,1.128922068360094,2.7260675955030726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09756885964009411,0.02001392127774289,0.08276585652556129,0.09906498917913588,0.04582205049720167,0.06713492531018785,0.03251946433086613,0.05833101663969409,0.04670405597335231,0.07761032374845103,0.030800314495295,0.04503047434149526,0.04988940193362136,0.03939564389652143,0.07322150306709431,0.0703199608491626,0.06655640200491973,0.06331333613710416,0.026530684910332825,0.03947559304722706
Methanoregula_boonei__strain_DSM_21154___JCM_14090___6A8_,296.8861224489796,211.51540227427958,727371,6.873700487183014,2450,Archaea,9.463671221426205,1.3605161602538458,5.283548560500762,6.060868525140541,3.916570773374248,7.979146817786247,1.9967801850774913,7.1902784136293585,4.742834124538922,9.19310778131105,2.4489565847414867,3.3341994662971164,4.942457150477542,2.92959163892979,5.540913784024934,5.956932569486549,6.172228477626961,7.502086280591335,0.9794176561892074,3.005893828596411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07911554276613368,0.03523275723052945,0.055670518444250104,0.08804158672133025,0.05005925760022744,0.0700018549302615,0.03002525136829783,0.059588228616796766,0.0833371993563863,0.08291572457365015,0.03012228770141709,0.05016538918456972,0.05219857992615085,0.04198793926431866,0.07727700676135624,0.055351395208635454,0.071544226671371,0.06743526829762041,0.023989954912388003,0.04810809513435628
Nitrosopumilaceae_archaeon,258.8927134555208,256.1315635573804,579143,7.097403050940535,2237,Archaea,11.09104314478462,1.2677352570953977,6.231103544375051,6.331769528423896,3.0778236117849995,10.251354156054722,2.056141574706074,5.1517500859027905,3.4475077830518543,8.241833191457031,2.9353717475649366,2.260236245625001,5.291784585154271,2.0426733984525414,7.977822403102515,6.2359382743122165,4.720250439010745,7.420792446770487,1.0247900777528174,2.9422785046180304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1436842883175009,0.036898825837625715,0.12226490536998028,0.06436125631253017,0.046513202778390626,0.10427451891856902,0.03542246685989776,0.06643189184607338,0.09902364523679981,0.08779514981964043,0.042767531322792526,0.05879123400347761,0.0835834033004213,0.03976012461705595,0.10422153156815334,0.05428102750981725,0.10082267240543491,0.07885448573838211,0.026953454489654517,0.04634217213658434
Halorubrum_sp._Ib24,291.8934457646608,204.76407385129187,761550,7.176596038067075,2609,Archaea,11.819578491234981,0.6633838881229072,8.79285667388878,8.387893112730616,3.273586763836912,9.158164270238329,1.8797189941566543,3.7612763442978134,1.643752872431226,8.586829492482437,1.627076357428928,2.1907950889632986,4.765281334121201,2.0661808154421903,6.870592869805003,5.426695555117852,6.165845972030727,9.296566213643228,1.0764887400695948,2.5474361499573237,0.038328861632809505,0.0,0.038328861632809505,0.07665772326561901,0.07665772326561901,0.07665772326561901,0.0,0.0,0.0,0.0,99.61671138367191,0.0,0.0,0.038328861632809505,0.038328861632809505,0.0,0.0,0.0,0.0,0.0,0.1462756136551787,0.02250235178778006,0.09129402261678898,0.09597962872368715,0.04116362410400858,0.0824814489512581,0.0359006781644661,0.05442865771371802,0.05499008583954707,0.06836758320098854,0.031764485968426785,0.040860764982923486,0.047451376075321114,0.052474279777322504,0.08984174421932845,0.06087525732305897,0.05774001616436773,0.08244505008041868,0.02539129551377274,0.0422598539060192
Methanospirillum_lacunae,320.07314184187146,237.71396386272454,1080887,8.343344869409387,3377,Archaea,6.9044220163624885,1.3316840705827715,5.6414777862995855,6.23090110252043,3.954437420377893,7.382455335294069,2.025373605196473,8.638090753242476,5.102105955571674,9.152020516483221,2.530329257359927,4.166948071352509,4.4877956715179295,3.2761981594745797,4.707800167825129,7.304001250824554,6.006455808979107,6.8249502491934875,1.0300799250985533,3.3024728764431437,0.029612081729345572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029612081729345572,0.11844832691738229,99.76310334616524,0.029612081729345572,0.0,0.0,0.0,0.0,0.0,0.029612081729345572,0.0,0.0,0.07228330384818854,0.03323326271264261,0.04741527386348436,0.07942855926770753,0.045639143875779664,0.059962503395749205,0.03413786962579144,0.06980487303666293,0.05873519676093931,0.06890884041536434,0.03285496321694349,0.05574433852427331,0.055930353955221446,0.0450741839861485,0.06607312148560514,0.07508736278529281,0.06361056971688961,0.05201786705151502,0.028124017189809076,0.044133194503676455
Halopelagius_inordinatus,287.7577971340264,193.2353219208538,1024130,7.199826400157159,3559,Archaea,10.888070850380323,0.6750119613720914,8.315643521818519,8.66794254635642,3.4484879849237893,8.647534980910626,1.899270600412057,3.5558962241121734,1.8635329499184676,8.697333346352513,1.802114965873473,2.355853260816498,4.581937839922666,2.177262652202357,6.921875152568521,5.85716657065021,6.275668128069678,9.59302041732983,1.1120658510150079,2.6643101949947763,0.02809778027535825,0.0,0.0,0.0,0.02809778027535825,0.02809778027535825,0.02809778027535825,0.0,0.0,0.02809778027535825,99.74711997752178,0.02809778027535825,0.02809778027535825,0.0,0.0,0.0,0.02809778027535825,0.0,0.0,0.02809778027535825,0.10647211818398661,0.022327515707833378,0.08020960913605446,0.11866995919522542,0.055268491250558764,0.07605532063725376,0.030917043794673284,0.05820270096692736,0.043134899092507416,0.07267243405775375,0.03260892146199216,0.0354924934068033,0.041266818095478386,0.04259926250229281,0.07789025519763038,0.052342075056297226,0.05074390206240831,0.08914973821114491,0.026921099325756537,0.04520759028556159
Desulfurococcaceae_archaeon_MEX13E-LK6-19,298.50105374077975,221.65018207256003,566555,8.541851136439922,1898,Archaea,6.399025690356629,0.7752115858124984,4.756113704759468,6.9707265843563295,3.5954143904828304,6.510577084307791,1.6983346718323904,9.603657191270045,7.1924173292972435,10.279319748303342,2.238794115310958,3.6624864311496674,4.412810759767366,1.6570324152112328,5.2106150329623775,5.548622816849202,5.152191755434159,8.272983205514029,1.2291833979048812,4.834482089117562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08481601802609297,0.025478973454603652,0.0555964170274806,0.08759532643843908,0.052810716218594414,0.06681732688520757,0.031902622422239214,0.0882564393457982,0.11348837995375355,0.10433808313576247,0.03577985154474324,0.09013416503731449,0.050462539344055875,0.02729731583545074,0.07931424981905857,0.07378206129700378,0.11104840140444183,0.0670403393161275,0.03439134410715279,0.07677040721441672
Methanocella_arvoryzae__strain_DSM_22066___NBRC_105507___MRE50_,289.7684793226962,183.66711565875156,889879,5.347546900925693,3071,Archaea,8.715005073723505,1.2971426452360377,5.5697459991751685,6.1838744368616405,3.666790653560765,7.808252582654496,1.7587784406644051,7.182886662119232,5.564913881550188,9.24002027241906,2.967369721051963,3.42956739062277,4.562193286952495,2.70901999035824,5.446246062666947,6.156567353539077,5.623461167192394,7.585862797076906,0.9426000613566564,3.5897015212180534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10703125943288382,0.0351030507242668,0.04877523308944631,0.08210585162918785,0.04987072369144748,0.08663169598214297,0.02999100573784415,0.06389593103675097,0.0734984021140963,0.08982559619343951,0.03653231236789506,0.04751487590595822,0.05093742392945943,0.0477176630496413,0.06643561631237291,0.06186556588799431,0.062137175292164976,0.05763975478263034,0.027995774295917413,0.04949632632121174
Methanocaldococcus_jannaschii__strain_ATCC_43067___DSM_2661___JAL-1___JCM_10045___NBRC_100440_,282.8869613878008,203.69669394966002,505503,6.515961756939645,1787,Archaea,5.466634223733588,1.2900022353972183,5.522222420044985,8.654943689750604,4.2500242332884275,6.330724051093663,1.4334237383358754,10.50082788826179,10.39024496392702,9.443267399006535,2.29355711044247,5.2917589015297635,3.36358043374619,1.4537994828912983,3.8419158738919457,4.504226483324531,4.054575343766506,6.8041139221725695,0.7315485763684885,4.378609029026534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08285806449750716,0.04387866985445909,0.053262029153667595,0.08886805219142077,0.052307035747322275,0.0731094358939567,0.03034916846479731,0.07320363742554764,0.0973422332094616,0.05959706056123345,0.03427336025283477,0.06978073225160993,0.04276372777981904,0.029552454972661853,0.0563030256731374,0.04976555681851891,0.03766686245887673,0.06969014826233143,0.02011144043076178,0.051926411004704354
